index,Unnamed: 0,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.input_task0,Input.input_task1,Input.input_task2,Input.input_task3,Input.input_task4,Input.input_task5,Input.input_task6,Input.input_task7,Input.input_task8,Input.input_task9,Input.input_task10,Input.input_task11,Input.input_task12,Input.input_task13,Input.input_task14,Input.input_task15,Input.input_task16,Input.input_task17,Input.input_task18,Input.input_task19,Input.input_task20,Input.input_task21,Input.input_task22,Input.input_task23,Input.input_task24,Input.input_task25,Input.input_task26,Input.input_task27,Input.input_task28,Input.input_task29,Input.input_task30,Input.input_task31,Input.input_task32,Input.input_task33,Input.input_task34,Input.input_task35,Input.input_task36,Input.input_task37,Input.input_task38,Input.input_task39,Input.input_task40,Input.input_task41,Input.input_task42,Input.input_task43,Input.input_task44,Input.input_task45,Input.input_task46,Input.input_task47,Input.input_task48,Input.input_task49,Answer.aapi.on,Answer.age,Answer.black.on,Answer.city,Answer.disability.dis-no,Answer.disability.dis-undisclosed,Answer.disability.dis-yes,Answer.gender.female,Answer.gender.gender-other,Answer.gender.male,Answer.gender.nb,Answer.hisp.on,Answer.household-members,Answer.income.income-1,Answer.income.income-2,Answer.income.income-3,Answer.income.income-4,Answer.income.income-5,Answer.income.income-6,Answer.income.income-7,Answer.native.on,Answer.occupation,Answer.q1.q1-no,Answer.q1.q1-yes,Answer.q2.q2-no,Answer.q2.q2-yes,Answer.q3.q3-no,Answer.q3.q3-yes,Answer.q4.q4-no,Answer.q4.q4-yes,Answer.q5.q5-no,Answer.q5.q5-yes,Answer.race-other.on,Answer.repeat-task10,Answer.repeat-task16,Answer.repeat-task25,Answer.repeat-task43,Answer.state,Answer.task0,Answer.task1,Answer.task10,Answer.task11,Answer.task12,Answer.task13,Answer.task14,Answer.task15,Answer.task16,Answer.task17,Answer.task18,Answer.task19,Answer.task2,Answer.task20,Answer.task21,Answer.task22,Answer.task23,Answer.task24,Answer.task25,Answer.task26,Answer.task27,Answer.task28,Answer.task29,Answer.task3,Answer.task30,Answer.task31,Answer.task32,Answer.task33,Answer.task34,Answer.task35,Answer.task36,Answer.task37,Answer.task38,Answer.task39,Answer.task4,Answer.task40,Answer.task41,Answer.task42,Answer.task43,Answer.task44,Answer.task45,Answer.task46,Answer.task47,Answer.task48,Answer.task49,Answer.task5,Answer.task6,Answer.task7,Answer.task8,Answer.task9,Answer.white.on,Approve,Reject,Answer.income.income-10,Answer.income.income-11,Answer.income.income-12,Answer.income.income-13,Answer.income.income-14,Answer.income.income-8,Answer.income.income-9
19,19,3W31J70BBYDWFBOVZKGVVE7N0DMKCC,37UYMO4U6OXYRPUT0ZXXCO63DEXY2F,NEW: Rate how useful these activities are (you can do multiple HITs),"What activities would you like done by a robot? MULTIPLE HITS NOW ALLOWED. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Sun Jan 30 09:44:46 PST 2022,9,BatchId:4659310;OriginalHitTemplateId:928390912;,3600,259200,Sun Jan 30 09:44:13 PST 2022,,,3AAPLD8UCJYPMMNS6ODQVFNN4FLTHP,A3HNEYFOIJWPH1,Approved,Sun Jan 30 09:45:07 PST 2022,Sun Jan 30 10:30:10 PST 2022,Wed Feb 02 10:30:10 PST 2022,Wed Feb 02 10:30:18 PST 2022,,,2703,100% (29/29),100% (27/27),0% (0/0),make the workplace exciting,make a fondant bow,make onion dip,buy a bulletproof vest,make pani popo,make habanero pepper mash,clean a keyboard,make a bouquet,make poultry seasoning,prepare your garden for winter,make doughnuts,outfit a basic toolbox,make lasagna,clean dentures with vinegar,set up a hamster cage,make biscuits,make chocolate babka,cook parsnips,make a cucumber cream cheese sandwich,cook centipedes,make pozole,hang a bike on the wall,make tater tot hotdish,polish rocks,make rice and peas,make bacon topped ice cream,make limeade,make a sundae,cook fiddleheads,buy organic insecticides,jack up a car,clean conch shells,buy houseplants,buy ice skates,cook collard greens,make stewed feijoas,cook a brisket,buy baby wipes,clean white marble,clean a sponge,clean fur,clean baseboards,make vegetable fritters,roast meat,stock a bar cart,make baby gift baskets,make fruit punch,store firewood,buy softball gloves,make apple pandowdy,False,38,False,Hobart,True,False,False,False,False,True,False,False,3,False,False,False,False,False,False,False,False,HVAC Tech,True,False,True,False,True,False,True,False,False,True,False,2,2,2,2,in,5,2,2,8,2,2,8,2,2,2,2,2,2,2,7,2,4,2,2,2,2,2,2,4,2,2,6,4,2,2,2,4,6,7,2,6,8,2,2,2,2,2,8,2,2,2,7,5,2,7,True,x,,,,,,,,
20,20,3EQVJH0T562MZ2PYFL8O7WRZWIIHTO,37UYMO4U6OXYRPUT0ZXXCO63DEXY2F,NEW: Rate how useful these activities are (you can do multiple HITs),"What activities would you like done by a robot? MULTIPLE HITS NOW ALLOWED. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Sun Jan 30 09:44:46 PST 2022,9,BatchId:4659310;OriginalHitTemplateId:928390912;,3600,259200,Sun Jan 30 09:44:14 PST 2022,,,3VSOLARPKIQR8Z7FTXJ70LL1R3139T,A3HNEYFOIJWPH1,Approved,Sun Jan 30 09:45:01 PST 2022,Sun Jan 30 10:14:55 PST 2022,Wed Feb 02 10:14:55 PST 2022,Wed Feb 02 10:15:18 PST 2022,,,1794,100% (29/29),100% (27/27),0% (0/0),buy vegetables,make gyudon,make a pinboard from unwanted polystyrene,clean a kitchen faucet,buy a cantaloupe,clean kitchen appliances,make traditional navajo frybread,prepare a cake pan,cook quail,freeze cheese,make a basic consommé,make oatcakes,clean and disinfect ice trays,make curry rice,make banana loaf,cook wild rice,cook red peppers,turn off a normal school calculator,make fufu,make norwegian berlinerkranzer,boil water in the microwave,cook mustard greens,make jigarthanda,buy jicama,cook black pudding,cook bulgur,clean a gravestone,make a veggie melt,buy a badminton racket,make salsa,clean your rusty garden tools,make bok choy slaw,remove a wall mirror,shut off utilities in your old home,make lemonade,clean a chicken coop,make crab dip,make vegetable pie,make rose centerpieces,buy preschool toys,make raspberry coulis,clean your cleaning supplies,cook plums,make tahini,buy loose leaf tea,clean the outside of a house,make shiruko,make a small vegetable garden,make a blended iced cappuccino,clean a whiteboard,False,38,False,Hobart,True,False,False,False,False,True,False,False,3,False,False,False,False,False,False,False,False,HVAC Tech,True,False,True,False,True,False,True,False,False,True,False,2,3,2,2,in,4,2,2,2,7,2,2,3,3,2,2,2,6,5,2,2,2,3,2,6,2,4,2,6,8,2,5,1,2,2,2,3,6,6,2,2,7,2,2,2,9,2,8,2,6,9,2,2,2,2,True,x,,,,,,,,
21,21,3EQVJH0T562MZ2PYFL8O7WRZWIIHTO,37UYMO4U6OXYRPUT0ZXXCO63DEXY2F,NEW: Rate how useful these activities are (you can do multiple HITs),"What activities would you like done by a robot? MULTIPLE HITS NOW ALLOWED. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Sun Jan 30 09:44:46 PST 2022,9,BatchId:4659310;OriginalHitTemplateId:928390912;,3600,259200,Sun Jan 30 09:44:14 PST 2022,,,3AZHRG4CUB19C5J2T10E7AK8OZ703E,A3U21PUMQ6NGT2,Approved,Sun Jan 30 09:44:56 PST 2022,Sun Jan 30 10:16:35 PST 2022,Wed Feb 02 10:16:35 PST 2022,Wed Feb 02 10:17:18 PST 2022,,,1899,100% (9/9),100% (9/9),0% (0/0),buy vegetables,make gyudon,make a pinboard from unwanted polystyrene,clean a kitchen faucet,buy a cantaloupe,clean kitchen appliances,make traditional navajo frybread,prepare a cake pan,cook quail,freeze cheese,make a basic consommé,make oatcakes,clean and disinfect ice trays,make curry rice,make banana loaf,cook wild rice,cook red peppers,turn off a normal school calculator,make fufu,make norwegian berlinerkranzer,boil water in the microwave,cook mustard greens,make jigarthanda,buy jicama,cook black pudding,cook bulgur,clean a gravestone,make a veggie melt,buy a badminton racket,make salsa,clean your rusty garden tools,make bok choy slaw,remove a wall mirror,shut off utilities in your old home,make lemonade,clean a chicken coop,make crab dip,make vegetable pie,make rose centerpieces,buy preschool toys,make raspberry coulis,clean your cleaning supplies,cook plums,make tahini,buy loose leaf tea,clean the outside of a house,make shiruko,make a small vegetable garden,make a blended iced cappuccino,clean a whiteboard,False,40,False,Lexington,True,False,False,True,False,False,False,False,3,True,False,False,False,False,False,False,False,crowdsource worker,False,True,False,True,True,False,True,False,False,True,False,2,2,2,2,ky,2,2,2,2,7,2,4,3,3,2,2,2,3,7,2,2,2,5,2,5,2,2,2,7,6,2,3,6,2,4,2,2,2,2,2,2,7,2,2,2,7,2,2,4,2,5,2,6,6,2,True,x,,,,,,,,
22,22,3S8APUMBK302PK4BK9T34H90AW5BFU,37UYMO4U6OXYRPUT0ZXXCO63DEXY2F,NEW: Rate how useful these activities are (you can do multiple HITs),"What activities would you like done by a robot? MULTIPLE HITS NOW ALLOWED. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Sun Jan 30 09:44:46 PST 2022,9,BatchId:4659310;OriginalHitTemplateId:928390912;,3600,259200,Sun Jan 30 09:44:14 PST 2022,,,3ON104KXQRDN2R3RMMYIOALI34I4W5,A3HNEYFOIJWPH1,Approved,Sun Jan 30 09:44:55 PST 2022,Sun Jan 30 09:56:13 PST 2022,Wed Feb 02 09:56:13 PST 2022,Wed Feb 02 09:56:21 PST 2022,,,678,100% (29/29),100% (27/27),0% (0/0),make tsukemono,clean couch cushions,buy fishing lures,cover a sofa,make lime water,buy a keyboard,cook peppers,make macaroons,clean invisalign,put a strap on a guitar,make king prawns with garlic,clean and polish seashells,roast vegetables,make dried blueberry muffin mix in a jar,fold a cloth napkin,make red beans and rice,clean a marble shower,make holy water an essential part of your home,store jerky,clean deer antlers,buy a collar for your cat,iron rayon,shop for discount perfumes,make a ham and cheese sandwich,cook chole,buy an HD monitor,clean skateboard bearings,make gnocchi alla puttanesca,store bobby pins,make a string pendant lamp,clean a suitcase,make tomato rice,make chelsea buns,make chia seed pudding,clean an iron,make fish and chips,clean a knife block,cook brazilian rice,make a BLT sandwich,buy solar panels,clean gold,make couscous with salmon and zucchini,setup a baby crib,make spiced pumpkin dip,cook authentic kashmiri dum aloo,store a kayak,fertilize plants,make a quick potato sandwich,make stew,clean up spilled egg,False,38,False,Hobart,True,False,False,False,False,True,False,False,3,False,False,False,False,False,False,False,False,HVAC Tech,True,False,True,False,True,False,True,False,False,True,False,2,8,3,3,in,2,8,2,4,5,2,2,2,7,2,2,3,5,2,2,2,3,3,3,4,2,4,4,5,7,2,2,3,6,5,6,2,2,7,3,7,3,3,3,2,3,7,3,5,7,5,3,3,4,5,True,x,,,,,,,,
23,23,34XASH8KMW3AZOX2P1FHURYYO1WPM0,37UYMO4U6OXYRPUT0ZXXCO63DEXY2F,NEW: Rate how useful these activities are (you can do multiple HITs),"What activities would you like done by a robot? MULTIPLE HITS NOW ALLOWED. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Sun Jan 30 09:44:46 PST 2022,9,BatchId:4659310;OriginalHitTemplateId:928390912;,3600,259200,Sun Jan 30 09:44:14 PST 2022,,,3FUI0JHJP4F5TXIZCOIX98IFRBR33C,A3HNEYFOIJWPH1,Approved,Sun Jan 30 09:44:54 PST 2022,Sun Jan 30 09:53:11 PST 2022,Wed Feb 02 09:53:11 PST 2022,Wed Feb 02 09:53:21 PST 2022,,,497,100% (29/29),100% (27/27),0% (0/0),make prawn curry,cook simple ginger and garlic prawns,make a brown sugar glaze for salmon,clean a golf club,make injera,clean a glass windshield,make rugelach,clean wood siding,make an afternoon tea with strawberries,buy a hammock,cook rhubarb,make a parfait,clean up after a dinner party,buy a lobster,make guinea pig food,can vegetables,chop scallions,cook a turkey,cook malai kofta,make chocolate hazelnut buns,make jamaican jerk seasoning,prepare and cook broccoli rabe,line kitchen shelves,buy a fiddle,prepare a beach picnic,clean cement,clean leather sandals,pack a pencil case,make gozleme,clean a carboy,make katsu curry,make churros,make a cabbage and onion sandwich,clean a trumpet,clean flip flops,fill a punching bag,make pazhampori,clean garden gloves,buy books for the library,clean a backpack,make cream from milk,boil crawfish,cook a frozen pie,make a cookie gift bag,make macaroni and cheese,make a reversible jean purse,buy a tuxedo,clean wood pallets,make bitter melon karela sabji,make a care package for camp,False,38,False,Hobart,True,False,False,False,False,True,False,False,3,False,False,False,False,False,False,False,False,HVAC Tech,True,False,True,False,True,False,True,False,False,True,False,2,6,6,5,in,4,3,2,2,8,2,2,3,5,6,2,3,3,3,2,6,2,3,4,6,4,2,3,7,3,2,3,7,7,5,3,6,7,7,2,4,4,4,5,3,3,5,4,3,6,7,2,6,3,4,True,x,,,,,,,,
24,24,30P8I9JKPO2PW19SJE7UJHCUOU75VB,37UYMO4U6OXYRPUT0ZXXCO63DEXY2F,NEW: Rate how useful these activities are (you can do multiple HITs),"What activities would you like done by a robot? MULTIPLE HITS NOW ALLOWED. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Sun Jan 30 09:44:46 PST 2022,9,BatchId:4659310;OriginalHitTemplateId:928390912;,3600,259200,Sun Jan 30 09:44:15 PST 2022,,,37ZHEEHM633NUGJME0LNMPUVWDD37H,A22T69YW4WUANF,Approved,Sun Jan 30 09:44:58 PST 2022,Sun Jan 30 10:14:18 PST 2022,Wed Feb 02 10:14:18 PST 2022,Wed Feb 02 10:15:18 PST 2022,,,1760,100% (5/5),100% (2/2),0% (0/0),clean your baseboard radiators,freeze vegetables,cook pheasant,prepare jicama,make a natural bow and arrow,make peruvian energy balls,make sprouts,setup a kindergarten classroom,clean shrimp,clean a longboard,clean sheets,buy a tonneau cover for your truck,set up a preschool classroom,clean an air filter,cook vegetables,make meatballs,freeze cream,clean a flat panel monitor,make muffins,cook buckwheat,make brownies,make lechon kawali,make chicken curry,clean a sieve,make piadina,buy used auto parts,clean a piano,melt honey,clean potatoes,make a breakfast skillet,cook hijiki seaweed,make gumbo,prepare dark chocolate fondue,store rugs,cook sardines,make fig spread,set up two computer monitors,make jambalaya,make crispy wontons,buy a suit,mount antlers,cook hot dogs,clean african violet leaves,dispose of fireworks,make beetroot dip,make a mojito,make granola,make soup,clean a hat,make vegetarian cannelloni,False,32,False,Charlotte,True,False,False,True,False,False,False,False,2,False,False,False,True,False,False,False,False,Accountant,True,False,False,True,True,False,True,False,False,True,False,9,2,3,1,nc,9,3,9,1,1,8,8,9,2,9,10,5,2,9,3,6,5,3,5,7,2,9,8,4,2,7,2,8,1,3,5,6,7,1,2,1,2,8,1,6,2,7,8,3,7,7,10,1,9,1,True,x,,,,,,,,
25,25,30P8I9JKPO2PW19SJE7UJHCUOU75VB,37UYMO4U6OXYRPUT0ZXXCO63DEXY2F,NEW: Rate how useful these activities are (you can do multiple HITs),"What activities would you like done by a robot? MULTIPLE HITS NOW ALLOWED. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Sun Jan 30 09:44:46 PST 2022,9,BatchId:4659310;OriginalHitTemplateId:928390912;,3600,259200,Sun Jan 30 09:44:15 PST 2022,,,3EKVH9QME5LEQ7OD1DA437ZZCAGD29,A3HNEYFOIJWPH1,Approved,Sun Jan 30 09:45:12 PST 2022,Sun Jan 30 10:41:44 PST 2022,Wed Feb 02 10:41:44 PST 2022,Wed Feb 02 10:42:18 PST 2022,,,3392,100% (29/29),100% (27/27),0% (0/0),clean your baseboard radiators,freeze vegetables,cook pheasant,prepare jicama,make a natural bow and arrow,make peruvian energy balls,make sprouts,setup a kindergarten classroom,clean shrimp,clean a longboard,clean sheets,buy a tonneau cover for your truck,set up a preschool classroom,clean an air filter,cook vegetables,make meatballs,freeze cream,clean a flat panel monitor,make muffins,cook buckwheat,make brownies,make lechon kawali,make chicken curry,clean a sieve,make piadina,buy used auto parts,clean a piano,melt honey,clean potatoes,make a breakfast skillet,cook hijiki seaweed,make gumbo,prepare dark chocolate fondue,store rugs,cook sardines,make fig spread,set up two computer monitors,make jambalaya,make crispy wontons,buy a suit,mount antlers,cook hot dogs,clean african violet leaves,dispose of fireworks,make beetroot dip,make a mojito,make granola,make soup,clean a hat,make vegetarian cannelloni,False,38,False,Hobart,True,False,False,False,False,True,False,False,3,False,False,False,False,False,False,False,False,HVAC Tech,True,False,True,False,True,False,True,False,False,True,False,7,2,4,2,in,8,2,7,2,6,8,2,2,2,7,2,2,2,2,2,2,4,2,4,6,3,2,2,2,2,2,2,5,2,2,5,2,2,4,2,4,2,4,2,2,2,2,2,2,2,2,2,5,2,4,True,x,,,,,,,,
0,0,3RTFSSG7UENGDFCI1BSXM8R5H9CWLZ,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 17 15:10:52 PST 2022,2,BatchId:4672826;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 24 15:10:52 PST 2022,,,336YQZE832V9TYDDWPB5K4P58AP5M1,A1UZ02W2GK883U,Submitted,Thu Feb 17 15:18:26 PST 2022,Thu Feb 17 15:54:02 PST 2022,Sun Feb 20 15:54:02 PST 2022,,,,2136,0% (0/0),0% (0/0),0% (0/0),shopping for toys for child,cooking breakfast,applying pesticides,collecting honey,cook onions,clean cabbage,cook oysters,fold towels,make banana fritters,putting out clean towels,wrapping presents,make a gin bucket,store seafood,buy baby food,preparing existing coffee,bolting doors,buy a hiking pole,repairing hot tub,make lumpia,dispose of a pizza box,make cheesy polenta casserole,buy a good acoustic guitar,make a sandwich,putting on tags (car),clean a shower,buy a lawn mower,cook pasta,sending packages,moving furniture,make vegetarian cannelloni,cook adobo,putting meal in fridge at work,baking cookies for the PTA bake sale,wrapping gifts,changing light bulbs,make a beer bottle bud vase,barbecue fruits,heating up baby formula,putting up Christmas decorations outside,make a candy centerpiece,collecting eggs,cook apples,shopping for shoes,clean whiskey stones,buy pet food for less,clean wine glasses,make sauerkraut,installing smoke detectors,setup a garden party,cook octopus,False,32,False,Cleveland,True,False,False,False,False,True,False,False,2,False,False,False,False,False,False,False,False,Financial Advisor,True,False,True,False,False,True,False,True,False,True,False,9,2,8,5,oh,6,8,9,2,8,6,9,3,3,10,2,10,9,5,9,9,10,9,6,8,9,7,4,9,5,9,7,10,8,8,1,7,10,3,10,6,1,5,4,7,9,10,5,5,2,10,9,9,2,10,True,x,,False,True,False,False,False,False,False
1,1,3RTFSSG7UENGDFCI1BSXM8R5H9CWLZ,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 17 15:10:52 PST 2022,2,BatchId:4672826;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 24 15:10:52 PST 2022,,,3K4J6M3CXLA67UT8GI4RFALU42NAGD,A1XU6PKM8YYGJ2,Submitted,Thu Feb 17 16:18:54 PST 2022,Thu Feb 17 16:23:02 PST 2022,Sun Feb 20 16:23:02 PST 2022,,,,248,0% (0/0),0% (0/0),0% (0/0),shopping for toys for child,cooking breakfast,applying pesticides,collecting honey,cook onions,clean cabbage,cook oysters,fold towels,make banana fritters,putting out clean towels,wrapping presents,make a gin bucket,store seafood,buy baby food,preparing existing coffee,bolting doors,buy a hiking pole,repairing hot tub,make lumpia,dispose of a pizza box,make cheesy polenta casserole,buy a good acoustic guitar,make a sandwich,putting on tags (car),clean a shower,buy a lawn mower,cook pasta,sending packages,moving furniture,make vegetarian cannelloni,cook adobo,putting meal in fridge at work,baking cookies for the PTA bake sale,wrapping gifts,changing light bulbs,make a beer bottle bud vase,barbecue fruits,heating up baby formula,putting up Christmas decorations outside,make a candy centerpiece,collecting eggs,cook apples,shopping for shoes,clean whiskey stones,buy pet food for less,clean wine glasses,make sauerkraut,installing smoke detectors,setup a garden party,cook octopus,False,37,False,hudson,True,False,False,True,False,False,False,False,4,False,False,False,False,False,False,False,False,Office Manager,True,False,True,False,True,False,False,True,False,True,False,10,6,6,10,mi,6,10,10,10,10,4,4,10,6,10,10,10,10,5,5,3,4,10,4,5,10,10,5,5,5,7,6,10,10,10,4,4,10,5,10,5,4,5,10,4,10,9,10,10,6,10,10,10,4,10,True,x,,False,False,False,False,False,False,True
2,2,3WKGUBL7T5344DTYR5MERG8EXGE4LM,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 17 15:10:52 PST 2022,2,BatchId:4672826;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 24 15:10:52 PST 2022,,,3T111IHZ5L7JR1SH4NK3IJOH0THR9C,A2OZPDMRFZM1BB,Submitted,Thu Feb 17 16:28:49 PST 2022,Thu Feb 17 16:33:52 PST 2022,Sun Feb 20 16:33:52 PST 2022,,,,303,0% (0/0),0% (0/0),0% (0/0),fertilize a lawn,make spicy green spaghetti,make lemon pepper wings,prepare the soil for strawberries,clean rubber,painting porch,repairing pool,composting waste,cleaning stuff out of car,cleaning the pond,putting in a pool,make poached apricots with lavender,make cornbread,make cherry ketchup,buy a ripe papaya,buy a bowling ball,press ferns,make apple cider pork stew,cleaning pavement,making pie,make chicken and waffles,playing duck pins,refinishing wood furniture,closing doors,buy a belt,make pizza,cook corn,store feta cheese,buying postage stamps,haul a motorcycle,clean adhesive from scissors,decorating outside for parties,make a military care package,buying snacks,preserving vegetables,stacking papers at work,hiding Easter eggs,make lemon stain remover,make biryani,make banana breakfast nuggets,clean kale,setup a bar for a cocktail party,make puliogare on a stovetop,decorating tables in restaurant,make pastrami and egg hash,make vodka and rum fruit plate,hang icicle lights,clean batting gloves,putting backpack in car for school,folding piece of cloth,True,40,False,Odessa,True,False,False,True,False,False,False,False,4,False,False,False,False,False,False,False,False,Teacher,True,False,True,False,True,False,True,False,False,True,False,9,10,10,9,tx,10,10,10,10,10,2,10,2,10,2,9,10,10,9,2,9,10,10,10,10,9,10,2,10,10,10,9,9,10,9,10,10,10,9,10,10,9,2,10,10,10,10,10,10,10,10,10,10,10,10,False,x,,False,False,False,False,False,False,True
